Delay (milliseconds)
316.6782855987549
141.98946952819824
145.03002166748047
120.05352973937988
127.17556953430176
143.07618141174316
120.89991569519043
140.3822898864746
143.46957206726074
120.76902389526367
138.60344886779785
129.92501258850098
138.83113861083984
142.3625946044922
123.41141700744629
136.52968406677246
137.50052452087402
122.22003936767578
140.74206352233887
121.59395217895508
141.1299705505371
141.37959480285645
141.3745880126953
141.18003845214844
138.1995677947998
141.2198543548584
141.27492904663086
146.15869522094727
140.1689052581787
205.05023002624512
140.8979892730713
140.8669948577881
143.63980293273926
138.66519927978516
139.8184299468994
121.73581123352051
122.11108207702637
132.00902938842773
137.24946975708008
204.5447826385498
144.35601234436035
120.58830261230469
143.22972297668457
139.36185836791992
122.5283145904541
140.59185981750488
130.8298110961914
141.33214950561523
131.23536109924316
122.50709533691406
136.15012168884277
139.55259323120117
227.88476943969727
143.68367195129395
141.42227172851562
139.62650299072266
139.28580284118652
120.88227272033691
141.04199409484863
140.54584503173828
140.83600044250488
142.8515911102295
204.27560806274414
141.12353324890137
139.53185081481934
140.84935188293457
140.15436172485352
127.50959396362305
140.64669609069824
143.64385604858398
141.27397537231445
142.1818733215332
136.89589500427246
146.93570137023926
139.36948776245117
121.8874454498291
141.13521575927734
140.41733741760254
120.3761100769043
141.57533645629883
143.05591583251953
139.0528678894043
140.51365852355957
130.25975227355957
129.94384765625
143.79310607910156
141.28541946411133
121.94609642028809
127.22134590148926
141.83926582336426
137.3424530029297
141.12567901611328
141.70098304748535
139.10937309265137
139.33968544006348
140.19155502319336
140.77138900756836
141.1275863647461
140.75827598571777
139.55950736999512
